id,sentence,labels
1802,a among the young people change of individual behavior and group norms condom use promotion school education b among people belonging to vulnerable groups commercial sex work CSW man having sex with man MSM c Prevention of HIV transmission among injecting drug users IDU's d Prevention of mother to child transmission MTCT VCT of the pregnant women provide antiretroviral treatment ARVT for all pregnant women recommend provide caesarian section provide ARVT prophylaxis to the new born strongly recommend artificial feeding for the new born,O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short B-long I-long I-long I-long I-long B-short O O O B-short O O B-long I-long I-long B-short O B-long I-long I-long I-long I-long I-long B-short B-short O O O O O B-long I-long B-short O O O O O O O O O B-short O O O O O O O O O O O O O
1803,Crime programme Total UNODC UNODC United Nations Office on Drugs and Crime 45,O O O B-short B-short B-long I-long I-long I-long I-long I-long I-long O
1804,However no new accreditations were granted so the total number of recommendations to the COP remains as previously reported at four see FCCC CP 2004 2 In two cases that are at an advanced stage of consideration the Board agreed that phased and sector specific accreditation would not yet be granted in one case because the applicant entity had changed its legal status and structure after the CDM Assessment Team CDM-AT had finalized its work and in the second case because the witnessing had not been successful,O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short O O O O O O O O O O O O O O O O
1805,B Training workshop on minority rights 12 On 2 and 3 June 2011 OHCHR conducted a regional training workshop on the protection of the rights of minorities for OHCHR staff members based in the South East Asia region as well as for staff members from UNDP UNICEF UNHCR and the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women working in the same region,O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O B-short B-short B-short O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O
1806,Table 3 Laboratory Procedures for Electrified Vehicles LabProcEV Chairs and secretaries Per hlund Swedish Transport Agency Sweden,O O B-long I-long I-long I-long I-long B-short O O O O O O O O O
1807,Presently there is a growing concern by the Mozambican for elimination of gender inequality and this is translated into the search and elaboration of policies and programs in the economic and social processes in the context of gender equality The Convention for Elimination of All Forms of Discrimination Against Women CEDAW results of an international effort for promotion and defense of the rights of women and in particular the creation of legal and institutional frameworks to eliminate the discrimination of the woman in all countries members of the United Nations,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1808,49 Activity online repository of capacity development activities this UNWater Decade Programme on Capacity Development UNW-DPC activity seeks to create a single point of access for information on capacity development activities worldwide,O O O O O O O O O B-long I-long I-long I-long I-long O B-short O O O O O O O O O O O O O O O O
1809,The Global Forum on Migration and Development increasingly deals with gender equality and women s rights issues relating to migration especially in respect of domestic workers In 2011 the Forum with Switzerland as its Chair held two meetings on domestic workers at the interface of migration and development in partnership with the Governments of Ghana and Jamaica and with the support of the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women IOM and other partners,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short B-short O O O
1810,Further to internal deliberations with key stakeholders in the Secretariat a revised draft memorandum was circulated by the Secretariat to the funds and programmes for additional comments The revised draft memorandum also included the new United Nations Entity for Gender Equality and the Empowerment of Women UN-Women as part of the arrangement,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O
1811,Moreover while the original 24 Hour Rule allowed information to be presented either via a paper Customs Form or via specific electronic means under the Trade Act only electronic submission of information is envisaged Customs Trade Partnership against Terrorism C-TPAT C-TPAT aims at building cooperative government business relationships that strengthen overall supply chain and border security,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short B-short O O O O O O O O O O O O O O O
1812,The second round of legislative elections in April will provide for the setting up of the National Assembly and Senate and installation of the new President in May 2006 In the meantime the transitional Government has released a draft interim Poverty Reduction Strategy Paper I-PRSP which will be replaced by a national poverty reduction strategy that should be available by the end of 2007,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O
1813,Submissions from Parties Methodological issues under the Kyoto Protocol Implications of the establishment of new hydrochlorofluorocarbon-22 HCFC-22 facilities seeking to obtain certified emission reductions for the destruction of hydrofluorocarbon-23 HFC-23 Background The SBSTA at its twenty eighth session noted that the CMP recognized in its decision 8/CMP.1 paragraph 2 that issuing certified emission reductions for the destruction of hydrofluorocarbon 23 HFC-23 at new hydrochlorofluorocarbon 22 HCFC-22 facilities could lead to higher global production of HCFC-22 and or HFC-23 than would otherwise occur and that the clean development mechanism CDM should not lead to such increases,O O O O O O O O O O O O O O O B-long B-short O O O O O O O O O O O B-long B-short O O B-short O O O O O O O O B-short O O O B-short O O O O O O O O O O O O O B-short O O O O B-short O O O O O O O O B-short O O B-short O O O O O O O O O O B-short O O O O O O
1814,The Biosecurity Engagement Program BEP seeks to engage biological scientists and combat biological threats worldwide by providing assistance to improve biosecurity and biosafety conducting cooperative research and improving infectious disease detection and control BEP programmes are aligned with President Obama s National Strategy for Countering Biological Threats and support compliance with the Biological Weapons Convention Security Council resolution 1540 2004 and the International Health Regulations IHR,O B-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long B-short
1815,21 Lithuania has 24 schools participating in the UNESCO Associated Schools Project Network ASPnet which was launched in 1953 the network includes over 7 983 educational institutions ranging from preschool education to teacher training in 175 countries,O O O O O O O O B-short B-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O
1816,All the documents required for the official registration of the author as a candidate for the presidential elections were submitted within the time limits specified by law 2 2 On 25 July 2001 the Central Electoral Commission on Elections and Conduct of Republican Referendums CEC has refused to accept 14 000 signatures that were collected before the cut off date of 20 July 2001 but were not submitted to the Electoral Commissions,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O
1817,It was noted that UNICEF had been successful in mainstreaming gender issues in humanitarian settings UNICEF was commended for its collaboration with the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women and was asked how this could be further improved,O O O O B-short O O O O O O O O O O B-short O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O
1818,The application of this principle to the facts of the relevant claims is set out in the individual claim sections below The Government of Kuwait set up the Kuwait Emergency Reconstruction Office KERO a reconstruction programme in early 1991,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O
1819,HIV/AIDS and children Policy advocacy and partnerships for children s rights ORE other resources emergency ORR other resources regular,B-short O O O O O O O O O O B-short B-long I-long I-long B-short B-long I-long I-long
1820,He is the focal point of the trade facilitation segment SECIPRO of the Southeast European Cooperative Initiative SECI He provides the secretariat for the Regional Steering Committee of the Trade and Transport Facilitation project for Southeast Europe TTFSE realized within the SECI framework and supported by the World Bank,O O O O O O O O O O B-short O O B-long I-long I-long I-long B-short O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long B-short O O O B-short O O O O O O O
1821,This amount is equivalent to over 24 years of the foreign aid required to reach the Millennium Development Goals by 2015 It is also equivalent to 700 years of the United Nation regular budget or to 2 928 years of funding the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short
1822,General Assembly on the Accounts of the Voluntary Funds administered by the United Nations High Commissioner for Refugees for the Period ended 31 December 1995 Add 1 Measures taken or proposed in response to the recommendations of the Report of the Board of Auditors Add 2 Report of the Advisory Committee on Administrative and Budgetary Questions ACABQ on the Board of Auditors Report A AC 86 870 UNHCR Inspection and Evaluation Activities,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O B-short O O O O
1823,The objective of this proposal is to amend the current global technical regulation gtr regarding door locks and door retention components intended to reduce door latch system failures At the 18 November 2004 session of the Executive Committee the United States of America U.S.A. as a Contracting Party of the 1998 Global Agreement under the World Forum for Harmonization of Vehicle Regulations WP.29 voted in favour of establishing the first global technical regulation gtr on Door locks and door retention components gtr No. 1,O O O O O O O O O O B-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O B-short O O O O O O O B-long I-long I-long B-short O O O O O O O B-short
1824,Services such as regional geo spatial data libraries environmental atlases and real time satellite image services could be developed to serve as resources for the different countries of the region The participation of the mapping organizations of the region in the 8th UNRCC-A United Nations Regional Cartographic Conference for the Americas offers a unique opportunity to start a dialogue about the role that these organizations could play to launch a process for building sound regional policies to support the development of a geo spatial data infrastructure,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short B-long I-long I-long I-long I-long I-long I-long I-long O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1825,"Figure 3 Overview of action pledges by work area Abbreviations APP adaptation planning and practices CRR+EE climate-related risks and extreme events D+O data and observations ED economic diversification M+T methods and tools MSD climate modelling, scenarios and downscaling RES research SE socioeconomic information TECH technologies for adaptation",O O O O O O O O O O B-short B-long I-long I-long I-long B-short B-long I-long I-long I-long I-long B-short B-long I-long I-long B-short B-long I-long B-short B-long I-long I-long B-short B-long I-long I-long I-long I-long B-short B-long B-short B-long I-long B-short B-long O O
1826,The Permanent Mission of New Zealand to the United Nations presents its compliments to the Chairman of the Security Council Committee established pursuant to resolution 1737 2006 and has the honour to submit the report of New Zealand on the implementation of resolution 1803 in accordance with paragraph 13 of that resolution see annex Under paragraph 13 of United Nations Security Council resolution 1803 SCR1803 Member States are called upon to report to the Committee within sixty days of the adoption of the resolution on the steps they have taken with a view to implementing effectively paragraphs 3 5 7 8 9 10 and 11,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
